date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:40:19	8366/8366	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Mar%202019%2014:11:29%20GMT	https://mourithemes.com/robin/robin/images/testimonial/testi2.jpg	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/images/testimonial/testi2.jpg	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:19	199284/199284	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Mar%202019%2014:11:12%20GMT	https://mourithemes.com/robin/robin/images/port/5.jpg	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/images/port/5.jpg	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:20	7332/7332	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Mar%202019%2014:11:31%20GMT	https://mourithemes.com/robin/robin/images/testimonial/testi3.jpg	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/images/testimonial/testi3.jpg	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:21	9379/9379	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Mar%202019%2014:11:32%20GMT	https://mourithemes.com/robin/robin/images/testimonial/testi4.jpg	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/images/testimonial/testi4.jpg	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:23	86659/86659	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:37%20GMT	https://mourithemes.com/robin/robin/js/jquery-3.2.1.min.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/jquery-3.2.1.min.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:25	37045/37045	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:32%20GMT	https://mourithemes.com/robin/robin/js/bootstrap.min.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/bootstrap.min.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:26	7362/7362	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:37%20GMT	https://mourithemes.com/robin/robin/js/jquery.animatedheadline.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/jquery.animatedheadline.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:28	41730/41730	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:39%20GMT	https://mourithemes.com/robin/robin/js/jquery.magnific-popup.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/jquery.magnific-popup.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:28	353/353	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:34%20GMT	https://mourithemes.com/robin/robin/js/custom.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/custom.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:30	17946/17946	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:40%20GMT	https://mourithemes.com/robin/robin/js/jquery.waypoints.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/jquery.waypoints.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:31	1067/1067	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:38%20GMT	https://mourithemes.com/robin/robin/js/jquery.counterup.min.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/jquery.counterup.min.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:32	6949/6949	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:34%20GMT	https://mourithemes.com/robin/robin/js/imagesloaded.min.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/imagesloaded.min.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:35	35503/35503	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:36%20GMT	https://mourithemes.com/robin/robin/js/isotope.pkgd.min.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/isotope.pkgd.min.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:37	89476/89476	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:44%20GMT	https://mourithemes.com/robin/robin/js/owl.carousel.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/owl.carousel.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:37	11730/11730	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:45%20GMT	https://mourithemes.com/robin/robin/js/validator.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/validator.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:38	1723/1723	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:33%20GMT	https://mourithemes.com/robin/robin/js/contact.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/contact.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:42	43009/43009	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:43%20GMT	https://mourithemes.com/robin/robin/js/particles.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/particles.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:43	2821/2821	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:32%20GMT	https://mourithemes.com/robin/robin/js/app.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/app.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:44	2812/2812	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:41%20GMT	https://mourithemes.com/robin/robin/js/main.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/main.js	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:46	2782/2782	---M--	200	added ('OK')	image/png	date:Mon,%2004%20Mar%202019%2014:09:46%20GMT	https://mourithemes.com/robin/robin/favicon/apple-icon-60x60.png	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/favicon/apple-icon-60x60.png	(from https://mourithemes.com/robin/robin/index-particles.html)
16:40:47	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2004%20Mar%202019%2014:10:09%20GMT	https://mourithemes.com/robin/robin/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/fontawesome-webfont3e6e.eot	(from https://mourithemes.com/robin/robin/css/font-awesome.min.css)
16:40:48	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2004%20Mar%202019%2014:10:09%20GMT	https://mourithemes.com/robin/robin/fonts/fontawesome-webfont.eot?	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/fontawesome-webfontd41d.eot	(from https://mourithemes.com/robin/robin/css/font-awesome.min.css)
16:40:52	77160/77160	---M--	200	added ('OK')	font/woff2	date:Mon,%2004%20Mar%202019%2014:10:17%20GMT	https://mourithemes.com/robin/robin/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/fontawesome-webfont3e6e.woff2	(from https://mourithemes.com/robin/robin/css/font-awesome.min.css)
16:40:52	98024/98024	---M--	200	added ('OK')	font/woff	date:Mon,%2004%20Mar%202019%2014:10:14%20GMT	https://mourithemes.com/robin/robin/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/fontawesome-webfont3e6e.woff	(from https://mourithemes.com/robin/robin/css/font-awesome.min.css)
16:40:54	165548/165548	---M--	200	added ('OK')	font/ttf	date:Mon,%2004%20Mar%202019%2014:10:12%20GMT	https://mourithemes.com/robin/robin/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/fontawesome-webfont3e6e.ttf	(from https://mourithemes.com/robin/robin/css/font-awesome.min.css)
16:40:56	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2004%20Mar%202019%2014:10:19%20GMT	https://mourithemes.com/robin/robin/fonts/glyphicons-halflings-regular.eot	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/glyphicons-halflings-regular.eot	(from https://mourithemes.com/robin/robin/css/bootstrap.min.css)
16:40:57	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2004%20Mar%202019%2014:10:10%20GMT	https://mourithemes.com/robin/robin/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/fontawesome-webfont3e6e.svg	(from https://mourithemes.com/robin/robin/css/font-awesome.min.css)
16:40:58	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2004%20Mar%202019%2014:10:19%20GMT	https://mourithemes.com/robin/robin/fonts/glyphicons-halflings-regular.eot?	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/glyphicons-halflings-regulard41d.eot	(from https://mourithemes.com/robin/robin/css/bootstrap.min.css)
16:41:04	18028/18028	---M--	200	added ('OK')	font/woff2	date:Mon,%2004%20Mar%202019%2014:10:23%20GMT	https://mourithemes.com/robin/robin/fonts/glyphicons-halflings-regular.woff2	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/glyphicons-halflings-regular.woff2	(from https://mourithemes.com/robin/robin/css/bootstrap.min.css)
16:41:05	23424/23424	---M--	200	added ('OK')	font/woff	date:Mon,%2004%20Mar%202019%2014:10:23%20GMT	https://mourithemes.com/robin/robin/fonts/glyphicons-halflings-regular.woff	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/glyphicons-halflings-regular.woff	(from https://mourithemes.com/robin/robin/css/bootstrap.min.css)
16:41:07	45404/45404	---M--	200	added ('OK')	font/ttf	date:Mon,%2004%20Mar%202019%2014:10:21%20GMT	https://mourithemes.com/robin/robin/fonts/glyphicons-halflings-regular.ttf	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/glyphicons-halflings-regular.ttf	(from https://mourithemes.com/robin/robin/css/bootstrap.min.css)
16:41:09	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2004%20Mar%202019%2014:10:21%20GMT	https://mourithemes.com/robin/robin/fonts/glyphicons-halflings-regular.svg	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/glyphicons-halflings-regular.svg	(from https://mourithemes.com/robin/robin/css/bootstrap.min.css)
16:41:09	315/315	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jan%202021%2011:11:12%20GMT	https://mourithemes.com/robin/robin/css/owl.video.play.png	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/css/owl.video.play.42.delayed	(from https://mourithemes.com/robin/robin/css/owl.carousel.css)
16:41:11	32694/32694	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2004%20Mar%202019%2014:10:02%20GMT	https://mourithemes.com/robin/robin/fonts/et-line.eot	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/et-line.eot	(from https://mourithemes.com/robin/robin/css/line-icons.min.css)
16:41:12	368/368	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202019%2014:10:05%20GMT	https://mourithemes.com/robin/robin/fonts/et-lined41dd41d.html?	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/et-lined41dd41dd41d.html	(from https://mourithemes.com/robin/robin/css/line-icons.min.css)
16:41:14	55220/55220	---M--	200	added ('OK')	font/woff	date:Mon,%2004%20Mar%202019%2014:10:06%20GMT	https://mourithemes.com/robin/robin/fonts/et-line.woff	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/et-line.woff	(from https://mourithemes.com/robin/robin/css/line-icons.min.css)
16:41:15	32536/32536	---M--	200	added ('OK')	font/ttf	date:Mon,%2004%20Mar%202019%2014:10:04%20GMT	https://mourithemes.com/robin/robin/fonts/et-line.ttf	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/et-line.ttf	(from https://mourithemes.com/robin/robin/css/line-icons.min.css)
16:41:18	175539/175539	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2004%20Mar%202019%2014:10:03%20GMT	https://mourithemes.com/robin/robin/fonts/et-line.svg	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/fonts/et-line.svg	(from https://mourithemes.com/robin/robin/css/line-icons.min.css)
16:41:26	349226/349226	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Mar%202019%2014:11:22%20GMT	https://mourithemes.com/robin/robin/images/skills/1.jpg	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/images/skills/1.jpg	(from https://mourithemes.com/robin/robin/css/style.css)
16:41:27	183112/183112	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Mar%202019%2014:10:59%20GMT	https://mourithemes.com/robin/robin/images/home/2.jpg	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/images/home/2.jpg	(from https://mourithemes.com/robin/robin/css/style.css)
16:41:27	129062/129062	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Mar%202019%2014:11:23%20GMT	https://mourithemes.com/robin/robin/images/statistic/stats.jpg	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/images/statistic/stats.jpg	(from https://mourithemes.com/robin/robin/css/style.css)
16:41:48	5533/5533	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2014:10:41%20GMT	https://mourithemes.com/robin/robin/js/letters-type.js	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/js/letters-type.js	(from https://mourithemes.com/robin/robin/index.html)
16:41:56	215554/215554	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Mar%202019%2014:11:30%20GMT	https://mourithemes.com/robin/robin/images/testimonial/1.jpeg	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/images/testimonial/1.jpg	(from https://mourithemes.com/robin/robin/css/style.css)
16:42:07	247264/247264	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Mon,%2004%20Mar%202019%2014:11:06%20GMT	https://mourithemes.com/robin/robin/images/port/2.jpg	C:/Users/Arun/Documents/coding/cyber/ebeb/mourithemes.com/robin/robin/images/port/2.jpg	(from https://mourithemes.com/robin/robin/index-particles.html)
